[113049714688, 196608528384]
[122880876648, 196608528384]
[132711395432, 196608528384]
[142542110864, 196608528384]
[142542594208, 196608528384]
[147456344224, 196608528384]
[152372318368, 196608528384]
[152372433040, 196608528384]
[157286510600, 196608528384]
[157286686880, 196608528384]
[162201624576, 196608528384]
[162202144912, 196608528384]
[162202484880, 196608528384]
[162202857480, 196608528384]
[162203033608, 196608528384]
[162203320464, 196608528384]
[172032467120, 196608528384]
[172032684192, 196608528384]
[172032745472, 196608528384]
[172032909312, 196608528384]
[176947572744, 196608528384]
[176947826832, 196608528384]
[176947835024, 196608528384]
[176948056072, 196608528384]
[176948388064, 196608528384]
[181862641824, 196608528384]
[181862899904, 196608528384]
[181863620768, 196608528384]
[186777706688, 196608528384]
[186778734736, 196608528384]
[186780151968, 196608528384]
[191693262992, 196608528384]
[191693267104, 196608528384]
[196608102544, 196608528384]
[196608528384, 201524584608]
[196608528384, 211353952432]
[196608528384, 211354267792]
[196608528384, 211354284176]
[196608528384, 216269197456]
[196608528384, 221184086160]
[196608528384, 221184422136]
[196608528384, 221185044624]
[196608528384, 221185843344]
[196608528384, 226099736816]
[196608528384, 226100277368]
[196608528384, 231015149688]
[196608528384, 240844902544]
[196608528384, 245760381072]
[196608528384, 250675859584]
[196608528384, 250676601072]
[196608528384, 250676822160]
[196608528384, 260505653392]
[196608528384, 260505702560]
[196608528384, 260507750472]
[196608528384, 275254452296]
[196608528384, 275255099464]
[196608528384, 304743321672]
