84457412efe8b3a05583cb496e1d2c03e6f36155,,eoa,Exchange
8458c828d602230e92eb0aac5a6aed5580011b6a,,eoa,Exchange
a310b3eeca53b9c115af529faf92bb5ca4b41494,,eoa,Exchange
a4e71851a8c8eaefeb20a994159f4a443e46059b,,eoa,Exchange
4982085c9e2f89f2ecb8131eca71afad896e89cb,,eoa,Exchange
0211f3cedbef3143223d3acf0e589747933e8527,,eoa,Exchange
2e8f79ad740de90dc5f5a9f0d8d9661a60725e64,,eoa,Exchange
4691937a7508860f876c9c0a2a617e7d9e945d4b,,eoa,Exchange
8e17ed70334c87ece574c9d537bc153d8609e2a3,,eoa,Exchange
9f589e3eabe42ebc94a44727b3f3531c0c877809,,eoa,Exchange
07e551e31a793e20dc18494ff6b03095a8f8ee36,,eoa,Exchange
04baf95fd4c52fd09a56d840baee0ab8d7357bf0,,eoa,Exchange
7849ed1447250d0b896f89b58f3075b127ca29b3,,eoa,Exchange
414f9e74ba3a9d0acce65182809492f41ac671e0,,eoa,Exchange
4e840aadd28da189b9906674b4afcb77c128d9ea,,eoa,Exchange
f98b660adf2ed7d9d9d9daacc2fb0cace4f21835,,eoa,Exchange
b0c4080a8fa7afa11a09473f3be14d44af3f8743,,eoa,Exchange
317eb4ad9cfac6232f0046831322e895507bcbeb,,eoa,Exchange
824a50df33ac1b41afc52f4194e2e8356c17c3ac,,eoa,Exchange
816e9e589f8c07149da4e2496c547952338b27e2,,eoa,Exchange
802a183ac9f6b082716dfee55432ed0c04acb49a,,eoa,Exchange
a79dac628c5e5f86f5e8d15e8421b5558543b59d,,eoa,Exchange
30fba3037ab7dd1a04297da847c2c768222477a8,,eoa,Exchange
9d86f16a4fe1cc43a6db44ec993e8dfe568ce985,,eoa,Exchange
3fc9e1df4e9c5fd46196191c80fe8f8460fb08f8,,eoa,Exchange
8cb63bb97fda239b2afcff9ce3d82ec23f66e820,,eoa,Exchange
c19f66af5d06504e4193fd9486d3b65b0c320d14,,eoa,Exchange
26feffc4c51c3e8101a18bf1926823d1e8932d43,,eoa,Exchange
a43d3e03d001492eb586db0990cb90d0c3bbe511,,eoa,Exchange
8e87db40c5e9335a8fe19333ffc19ad95c665f60,,eoa,Exchange
52a94d7a06509207d09b5227a440acd7d369cbf6,,eoa,Exchange
06082951efdb5095e45e3c08cb103782645a2e69,,eoa,Exchange
833b5cb9a2cffb1587bbefe53a451d0989fba714,,eoa,Exchange
08668377389ff950c5408cc33e16914b21a949e4,,eoa,Exchange
0031ed3b4fd84a31357d75e8d64a01be0d8a5ebc,,eoa,Exchange
994635588cada02f7c795c8848d255eefb31ad02,,eoa,Exchange
722327604be7cf1b3d9b111a87605c56512112c3,,eoa,Exchange
e49d8758d9df1b91ec5a48b37675d08e664d9df0,,eoa,Exchange
5a16e8ce8ca316407c6e6307095dc9540a8d62b3,,eoa,Exchange
f9114498b7f38f3337d6295a3a0f3edf8da71326,,eoa,Exchange
1840efa31d2e26dc8af5502efa5124da450995f1,,eoa,Exchange
9fbcbad81d73c9ee6cb0953cae3766aece86b8f3,,eoa,Exchange
6f54453528f2859c4e5df5e209f6bcce66a8593b,,eoa,Exchange
5dc2085fe510bbaaba2119d71b09c25098caca3f,,eoa,Exchange
78f5d389f5cdccfc41594abab4b0ed02f31398b3,,eoa,Exchange
93a72ce957adaf60c74a5c7815ce7b3d0a7e6b48,,eoa,Exchange
256d1fce1b1221e8398f65f9b36033ce50b2d497,,eoa,Exchange
d21a1f1fcec9479d38b570a2eca3277b1b2a959a,,eoa,Exchange
f29480344d8e21efeab7fde39f8d8299056a7fea,,eoa,Exchange
800d2fc288e6a72b92b0692ef520afb0d4c7f63c,,eoa,Exchange
0bbe4ebc8a16c759ea82d0950f29aad3e3f10070,,eoa,Exchange
9369fa5d12e68addd384f0753eb5dcc0c8d085ea,,eoa,Exchange
ff44967f2e4ebe0b8c5b6812f25e1b9bcec70b34,,eoa,Exchange
25a0a77316c0750d803a85d337f97e74934a64c4,,eoa,Exchange
963556de0eb8138e97a85f0a86ee0acd159d210b,,eoa,Exchange
e321d7ef2bd68af48534684f28f447ed6ca58a30,,eoa,Exchange
2b31b83d2a960d648e9c8d3b84df5452c80ab947,,eoa,Exchange
9b3d7fe1f729560f2958d781943eccb33b123fb3,,eoa,Exchange
cbd8aece0c920eef3f215ad4e7319052bd8eaa74,,eoa,Exchange
f307f542af989d3de8069ab9a86f3daa3bbdc53c,,eoa,Exchange
71e72dde4152d274afd1f2db43531ed9e44a78fa,,eoa,Exchange
c7fba797141f5392094e3dca8943ca7d8b6f92d8,,eoa,Exchange
b3a95bdbe4ac65b0628db1e6600f71ed59b89255,,eoa,Exchange
1c67d0febfbbe95fbfbbf007337b44291aeaf882,,eoa,Exchange
5f58aee77fba2760cec20ccdcd982bd42e56fc4e,,eoa,Exchange
5c65badf7f97345b7b92776b22255c973234efe7,,eoa,Exchange
2b7c1d5153d15aa179f3a08ea99320086b1f18a4,,eoa,Exchange
6e2a5ea25b161befa6a8444c71ae3a89c39933c6,,eoa,Exchange
ea5e3ecc1328ec36fddde6127d651df332b41ec0,,eoa,Exchange
7301d90c8b778e37124c9ae0cf1cd1e6f7b58a06,,eoa,Exchange
ac2b250c1618daf5fa87e614e87200456e2f7bcf,,eoa,Exchange
f2619476bd0ca0eda08744029c66b62a904c2bf8,,eoa,Exchange
98a04d2d504c0feb4997edf125b02a7089f8d180,,eoa,Exchange
592c5dee5b67814e73e44e30e46743a76ebf1470,,eoa,Exchange
81247272074e9133cc89c37c3bcaebb49b64ebff,,eoa,Exchange
2a5dfe9edd6d1431eecea70cbb1635ba88347bad,,eoa,Exchange
48a9fdac66ad79483244957c37c0c37d3cb87f40,,eoa,Exchange
28a899e29235e973a69e7c5df833d8cd63985fce,,eoa,Exchange
461ebb94ff6c9bdb0ac917a6d740e2ec5b1143cf,,eoa,Exchange
9cc83d580180f0d37d00e5d86ce868f73b6e3d0a,,eoa,Exchange
901948c2bac8f280196280f9007a2706c6c017ea,,eoa,Exchange
368408de2e140541b62a983899374dd4aafc51f5,,eoa,Exchange
18f1f69fe1d80c8ff9472bc5387ff7b40e34c860,,eoa,Exchange
e11a63e69bddac5f4ff7216c639daa100b70a1fd,,eoa,Exchange
289a72776d457556c5d71b70a5c0f048c338244e,,eoa,Exchange
c40289e08bb3eb14a26c9aec9f2eeacb9fdab297,,eoa,Exchange
df2059cd3096f0feddaf1be6233e02f5d5ae92d5,,eoa,Exchange
062a848abb7f298d44893f17878d46a4b572e05e,,eoa,Exchange
b5f1a79aa62b9c2ca174ad8bbbad329f0cc90255,,eoa,Exchange
b2f307fc5d7b34f22267aef01e84915a4509cf86,,eoa,Exchange
4e625b1bac7362115d2b9c46050dc3b1ba043814,,eoa,Exchange
e40600a30e76a700be9aa2c4224aaacd0a5dbe98,,eoa,Exchange
adf2a8148e8adc97824106b0ffce7018e5412967,,eoa,Exchange
b704aeeb99dbb0f56e30ce2016f036734a21c342,,eoa,Exchange
40ba69e9cf033753474f8be18c5a5ebbd0a05072,,eoa,Exchange
abcbc2a058d9ff74e0a9d9d5c480453f76fadc30,,eoa,Exchange
