540c428d67b6038c7e6199a02605cbb3b6626384,,eoa,Exchange
01c952174c24e1210d26961d456a77a39e1f0bb0,,eoa,Exchange
631fc1ea2270e98fbd9d92658ece0f5a269aa161,,eoa,Exchange
eb2d2f1b8c558a40207669291fda468e50c8a0bb,,eoa,Exchange
161ba15a5f335c9f06bb5bbb0a9ce14076fbb645,,eoa,Exchange
515b72ed8a97f42c568d6a143232775018f133c8,,eoa,Exchange
bd612a3f30dca67bf60a39fd0d35e39b7ab80774,,eoa,Exchange
7a8a34db9acd10c3b6277473b192fe47192569ca,,eoa,Exchange
a180fe01b906a1be37be6c534a3300785b20d947,,eoa,Exchange
29bdfbf7d27462a2d115748ace2bd71a2646946c,,eoa,Exchange
73f5ebe90f27b46ea12e5795d16c4b408b19cc6f,,eoa,Exchange
1fbe2acee135d991592f167ac371f3dd893a508b,,eoa,Exchange
b1256d6b31e4ae87da1d56e5890c66be7f1c038e,,eoa,Exchange
f977814e90da44bfa03b6295a0616a897441acec,,eoa,Exchange
17b692ae403a8ff3a3b2ed7676cf194310dde9af,,eoa,Exchange
8ff804cc2143451f454779a40de386f913dcff20,,eoa,Exchange
ad9ffffd4573b642959d3b854027735579555cbc,,eoa,Exchange
8894e0a0c962cb723c1976a4421c95949be2d4e3,,eoa,Exchange
e2fc31f816a9b94326492132018c3aecc4a93ae1,,eoa,Exchange
3c783c21a0383057d128bae431894a5c19f9cf06,,eoa,Exchange
dccf3b77da55107280bd850ea519df3705d1a75a,,eoa,Exchange
c92afb747c0d6c54cfa414c4435360fd8427b635,,eoa,Exchange
73f7edc2c4e3dbb0728184e1ef565d3e05efbc05,,eoa,Exchange
8c128dba2cb66399341aa877315be1054be75da8,,eoa,Exchange
328130164d0f2b9d7a52edc73b3632e713ff0ec6,,eoa,Exchange
660e3bd3bcda11538fa331282666f1d001b87a42,,eoa,Exchange
8c7efd5b04331efc618e8006f19019a3dc88973e,,eoa,Exchange
f379fcd9c996d85de025985ba9b1c9c96daa4a72,,eoa,Exchange
a1813f73448a7392e6f069299c23120aeeab879a,,eoa,Exchange
4727250679294802377dd6ca6541b8e459077c95,,eoa,Exchange
0d0707963952f2fba59dd06f2b425ace40b492fe,,eoa,Exchange
efdca55e4bce6c1d535cb2d0687b5567eef2ae83,,eoa,Exchange
53f78a071d04224b8e254e243fffc6d9f2f3fa23,,eoa,Exchange
1349907c197731c5ed98d8442309a15107cb6bad,,eoa,Exchange
c6acb77befebff0359cc581973859eee8cbaeda1,,eoa,Exchange
d666ad8d95903bce9b4dcd2cacde5145e36405c2,,eoa,Exchange
d7aed730a7c4cf8dfe313b16712af3406f6dca5b,,eoa,Exchange
2161217d22fac0188775432f8ba32f1d4272dd19,,eoa,Exchange
3dd878a95dcaef2800cd57bb065b5e8f2f438131,,eoa,Exchange
46c75fc52e0263946f8f1a75a95c23a767d2f26e,,eoa,Exchange
6e2673095545280f6f10e22eb861a555c6e94bec,,eoa,Exchange
